Year,Province,District,Latitude,Longitude,Elevation,Month,Cases,Temp_avg,Precipitation_avg,Humidity_avg
2020,Northern,Kilinochchi,9.384886,80.38228,19,4,1,29.605357142857144,1.1285714285714288,74.03571428571429
2020,Northern,Mannar,8.963093,79.96543,5,4,1,30.028571428571425,1.4500000000000004,70.28571428571429
2020,Northern,Vavuniya,8.752197,80.53448,104,4,5,29.546428571428578,2.5642857142857145,74.96428571428571
2020,Northern,Mulativu,9.244288,80.789246,5,4,1,29.28214285714286,0.8000000000000002,76.60714285714286
2020,Eastern,Batticaloa,7.6977153,81.65106,10,4,86,28.848214285714285,1.6392857142857142,77.46428571428571
2020,Eastern,Ampara,7.275923,81.693474,38,4,33,28.730357142857144,2.1142857142857148,78.71428571428571
2020,Eastern,Trincomalee,8.611599,81.170395,8,4,40,29.276785714285715,0.7071428571428571,74.0
2020,North Western,Kurunegala,7.4868193,80.37352,129,4,7,27.9625,6.028571428571429,77.67857142857143
2020,North Western,Puttalam,8.04921,79.84615,4,4,5,28.65357142857143,4.3357142857142845,80.89285714285714
2020,North central,Anuradhapura,8.330404,80.42882,95,4,8,29.441071428571426,2.675,76.85714285714286
2020,North central,Polonnaruwa,7.908612,81.01536,56,4,2,29.71071428571429,2.375,75.07142857142857
2020,Uva,Badulla,6.9947276,81.03797,676,4,9,22.776785714285715,4.267857142857143,83.0
2020,Uva,Moneragala,6.8541303,81.35636,152,4,0,27.86607142857143,6.1571428571428575,79.89285714285714
2020,Sabaragamuwa,Ratnapura,6.7135324,80.38688,73,4,47,27.99107142857143,9.467857142857143,83.14285714285714
2020,Sabaragamuwa,Kegalle,7.275923,80.32176,172,4,17,28.25714285714286,8.817857142857145,79.92857142857143
2021,Western,Colombo,6.924429,79.90725,4,4,773,27.269642857142856,3.4428571428571435,84.25
2021,Western,Gampaha,7.0650263,79.96622,19,4,268,27.441071428571433,3.032142857142857,83.07142857142857
2021,Western,Kalutara,6.572935,80.02519,5,4,162,27.162499999999998,3.207142857142858,83.96428571428571
2021,Central,Kandy,7.275923,80.62659,499,4,97,24.191071428571423,6.296428571428572,80.60714285714286
2021,Central,Matale,7.4868193,80.52632,362,4,15,27.35178571428571,12.810714285714287,80.0
2021,Central,Nuwara Eliya,6.9947276,80.73418,1865,4,8,16.080357142857142,8.239285714285714,80.53571428571429
2021,Southern,Galle,6.0808434,80.23373,8,4,53,27.00178571428572,2.639285714285715,83.42857142857143
2021,Southern,Hambantota,5.940246,80.55,6,4,42,27.444642857142856,3.1464285714285722,83.17857142857143
2021,Southern,Matara,6.1511426,81.127815,8,4,39,28.639285714285716,1.6000000000000003,75.89285714285714
2021,Northern,Jaffna,9.66608,80.034874,8,4,5,29.176785714285714,2.1142857142857148,78.07142857142857
2021,Northern,Kilinochchi,9.384886,80.38228,19,4,1,29.03392857142857,2.242857142857143,76.0
2021,Northern,Mannar,8.963093,79.96543,5,4,6,29.367857142857144,1.3285714285714285,73.42857142857143
2021,Northern,Vavuniya,8.752197,80.53448,104,4,2,28.58571428571429,5.203571428571428,78.60714285714286
2021,Northern,Mulativu,9.244288,80.789246,5,4,0,28.905357142857138,1.610714285714286,79.57142857142857
2021,Eastern,Batticaloa,7.6977153,81.65106,10,4,249,28.36607142857143,2.5464285714285713,80.42857142857143
2021,Eastern,Ampara,7.275923,81.693474,38,4,72,28.196428571428573,2.6214285714285714,82.17857142857143
2021,Eastern,Trincomalee,8.611599,81.170395,8,4,20,28.88214285714286,2.153571428571428,77.03571428571429
2021,North Western,Kurunegala,7.4868193,80.37352,129,4,124,26.85178571428571,12.810714285714287,79.96428571428571
2021,North Western,Puttalam,8.04921,79.84615,4,4,54,28.14285714285714,3.1535714285714294,81.57142857142857
2021,North central,Anuradhapura,8.330404,80.42882,95,4,42,28.64107142857143,4.135714285714286,79.46428571428571
2021,North central,Polonnaruwa,7.908612,81.01536,56,4,3,29.03214285714286,3.410714285714286,76.60714285714286
2021,Uva,Badulla,6.9947276,81.03797,676,4,24,22.073214285714286,7.69642857142857,79.85714285714286
2021,Uva,Moneragala,6.8541303,81.35636,152,4,12,27.062500000000007,4.439285714285714,81.10714285714286
2021,Sabaragamuwa,Ratnapura,6.7135324,80.38688,73,4,77,26.976785714285718,5.803571428571429,86.03571428571429
2021,Sabaragamuwa,Kegalle,7.275923,80.32176,172,4,93,27.442857142857143,6.482142857142859,80.21428571428571
2019,Western,Colombo,6.924429,79.90725,4,5,866,28.02857142857143,4.110714285714286,82.46428571428571
2019,Western,Gampaha,7.0650263,79.96622,19,5,569,27.801785714285717,4.071428571428573,83.96428571428571
2019,Western,Kalutara,6.572935,80.02519,5,5,384,27.716071428571425,5.550000000000002,83.60714285714286
2019,Central,Kandy,7.275923,80.62659,499,5,296,25.446428571428573,1.0035714285714286,75.39285714285714
2019,Central,Matale,7.4868193,80.52632,362,5,30,27.869642857142857,1.0678571428571428,79.07142857142857
2019,Central,Nuwara Eliya,6.9947276,80.73418,1865,5,19,16.682142857142857,2.6392857142857147,85.10714285714286
2019,Southern,Galle,6.0808434,80.23373,8,5,772,27.38035714285715,7.421428571428572,84.03571428571429
2019,Southern,Hambantota,5.940246,80.55,6,5,109,27.81428571428571,5.728571428571429,83.71428571428571
2019,Southern,Matara,6.1511426,81.127815,8,5,130,28.84464285714285,1.482142857142857,77.07142857142857
2019,Northern,Jaffna,9.66608,80.034874,8,5,123,30.32321428571428,0.18571428571428572,76.60714285714286
2019,Northern,Kilinochchi,9.384886,80.38228,19,5,12,31.442857142857147,0.39642857142857146,66.96428571428571
2019,Northern,Mannar,8.963093,79.96543,5,5,6,30.537499999999998,0.21428571428571425,72.5
2019,Northern,Vavuniya,8.752197,80.53448,104,5,15,30.539285714285715,0.6749999999999998,70.60714285714286
2019,Northern,Mulativu,9.244288,80.789246,5,5,10,31.776785714285715,0.5785714285714286,69.14285714285714
2019,Eastern,Batticaloa,7.6977153,81.65106,10,5,101,30.11607142857143,0.7964285714285716,74.25
2019,Eastern,Ampara,7.275923,81.693474,38,5,78,30.760714285714286,0.8035714285714286,68.32142857142857
2019,Eastern,Trincomalee,8.611599,81.170395,8,5,108,31.544642857142854,0.7535714285714287,66.21428571428571
2019,North Western,Kurunegala,7.4868193,80.37352,129,5,121,27.369642857142857,1.0678571428571428,79.0
2019,North Western,Puttalam,8.04921,79.84615,4,5,33,28.93035714285714,1.3214285714285714,79.53571428571429
2019,North central,Anuradhapura,8.330404,80.42882,95,5,36,29.753571428571423,0.5285714285714287,74.35714285714286
2019,North central,Polonnaruwa,7.908612,81.01536,56,5,23,31.512500000000003,0.7035714285714286,62.92857142857143
2019,Uva,Badulla,6.9947276,81.03797,676,5,41,23.960714285714285,1.7357142857142855,73.53571428571429
2019,Uva,Moneragala,6.8541303,81.35636,152,5,29,29.324999999999996,0.8499999999999999,69.32142857142857
2019,Sabaragamuwa,Ratnapura,6.7135324,80.38688,73,5,235,27.37321428571429,7.3,87.07142857142857
2019,Sabaragamuwa,Kegalle,7.275923,80.32176,172,5,114,27.53214285714286,2.2714285714285714,81.42857142857143
2020,Western,Colombo,6.924429,79.90725,4,5,189,27.862499999999997,9.482142857142858,85.96428571428571
2020,Western,Gampaha,7.0650263,79.96622,19,5,95,27.85178571428571,10.010714285714286,86.71428571428571
2020,Western,Kalutara,6.572935,80.02519,5,5,111,27.600000000000005,10.057142857142859,86.39285714285714
2020,Central,Kandy,7.275923,80.62659,499,5,230,24.8,8.478571428571428,85.28571428571429
2020,Central,Matale,7.4868193,80.52632,362,5,23,27.3,7.357142857142856,85.57142857142857
2020,Central,Nuwara Eliya,6.9947276,80.73418,1865,5,2,16.932142857142857,9.12142857142857,92.28571428571429
2020,Southern,Galle,6.0808434,80.23373,8,5,233,27.355357142857144,11.417857142857144,86.25
2020,Southern,Hambantota,5.940246,80.55,6,5,11,27.794642857142854,6.796428571428571,86.03571428571429
2020,Southern,Matara,6.1511426,81.127815,8,5,21,28.844642857142855,2.2964285714285713,79.92857142857143
2020,Northern,Jaffna,9.66608,80.034874,8,5,112,30.144642857142856,1.8357142857142856,78.42857142857143
2020,Northern,Kilinochchi,9.384886,80.38228,19,5,1,30.34821428571428,2.2285714285714286,75.10714285714286
2020,Northern,Mannar,8.963093,79.96543,5,5,1,30.23928571428572,1.8321428571428575,74.78571428571429
2020,Northern,Vavuniya,8.752197,80.53448,104,5,4,29.317857142857143,4.178571428571428,80.17857142857143
2020,Northern,Mulativu,9.244288,80.789246,5,5,1,30.058928571428574,1.907142857142857,77.82142857142857
2020,Eastern,Batticaloa,7.6977153,81.65106,10,5,84,29.378571428571433,3.8535714285714286,80.10714285714286
2020,Eastern,Ampara,7.275923,81.693474,38,5,17,29.435714285714283,5.6107142857142875,80.35714285714286
2020,Eastern,Trincomalee,8.611599,81.170395,8,5,33,29.773214285714282,2.664285714285714,76.28571428571429
2020,North Western,Kurunegala,7.4868193,80.37352,129,5,18,26.8,7.357142857142856,85.5
2020,North Western,Puttalam,8.04921,79.84615,4,5,24,28.68392857142857,4.364285714285714,84.07142857142857
2020,North central,Anuradhapura,8.330404,80.42882,95,5,9,28.925000000000004,6.210714285714287,82.78571428571429
2020,North central,Polonnaruwa,7.908612,81.01536,56,5,7,29.917857142857144,3.642857142857143,75.03571428571429
2020,Uva,Badulla,6.9947276,81.03797,676,5,15,23.691071428571426,4.342857142857144,83.03571428571429
2020,Uva,Moneragala,6.8541303,81.35636,152,5,0,27.833928571428572,4.1499999999999995,82.78571428571429
2020,Sabaragamuwa,Ratnapura,6.7135324,80.38688,73,5,223,27.325000000000003,13.242857142857144,89.14285714285714
2020,Sabaragamuwa,Kegalle,7.275923,80.32176,172,5,84,27.351785714285718,9.360714285714286,85.57142857142857
2021,Western,Colombo,6.924429,79.90725,4,5,588,27.276785714285715,14.660714285714286,86.46428571428571
2021,Western,Gampaha,7.0650263,79.96622,19,5,211,27.23392857142857,15.342857142857145,87.53571428571429
2021,Western,Kalutara,6.572935,80.02519,5,5,99,27.26607142857143,13.44285714285714,85.57142857142857
2021,Central,Kandy,7.275923,80.62659,499,5,53,23.998214285714283,7.625000000000001,86.0
2021,Central,Matale,7.4868193,80.52632,362,5,8,26.424999999999997,18.14285714285715,87.5
2021,Central,Nuwara Eliya,6.9947276,80.73418,1865,5,4,16.28035714285714,20.014285714285716,93.17857142857143
2021,Southern,Galle,6.0808434,80.23373,8,5,7,27.064285714285717,11.139285714285714,85.14285714285714
2021,Southern,Hambantota,5.940246,80.55,6,5,25,27.5,7.835714285714286,84.28571428571429
2021,Southern,Matara,6.1511426,81.127815,8,5,25,28.560714285714283,3.2178571428571425,78.42857142857143
2021,Northern,Jaffna,9.66608,80.034874,8,5,2,29.03035714285714,3.7999999999999994,79.92857142857143
2021,Northern,Kilinochchi,9.384886,80.38228,19,5,1,29.071428571428577,2.425,77.89285714285714
2021,Northern,Mannar,8.963093,79.96543,5,5,1,29.121428571428567,2.5357142857142856,77.71428571428571
2021,Northern,Vavuniya,8.752197,80.53448,104,5,2,27.96428571428571,4.360714285714286,83.5
2021,Northern,Mulativu,9.244288,80.789246,5,5,0,29.051785714285714,2.5749999999999993,78.85714285714286
2021,Eastern,Batticaloa,7.6977153,81.65106,10,5,115,28.88214285714286,4.92857142857143,80.21428571428571
2021,Eastern,Ampara,7.275923,81.693474,38,5,43,28.669642857142854,4.389285714285714,80.67857142857143
2021,Eastern,Trincomalee,8.611599,81.170395,8,5,10,28.88214285714286,2.007142857142857,77.53571428571429
2021,North Western,Kurunegala,7.4868193,80.37352,129,5,74,25.925,18.14285714285715,87.42857142857143
2021,North Western,Puttalam,8.04921,79.84615,4,5,28,27.62678571428571,9.721428571428572,86.0
2021,North central,Anuradhapura,8.330404,80.42882,95,5,17,27.88392857142857,6.867857142857143,85.25
2021,North central,Polonnaruwa,7.908612,81.01536,56,5,4,28.851785714285718,4.828571428571429,79.07142857142857
2021,Uva,Badulla,6.9947276,81.03797,676,5,22,22.930357142857147,6.407142857142858,86.21428571428571
2021,Uva,Moneragala,6.8541303,81.35636,152,5,7,27.167857142857144,6.767857142857143,84.14285714285714
2021,Sabaragamuwa,Ratnapura,6.7135324,80.38688,73,5,40,27.08035714285714,20.221428571428568,88.03571428571429
2021,Sabaragamuwa,Kegalle,7.275923,80.32176,172,5,55,26.607142857142858,15.507142857142854,86.96428571428571
2019,Western,Colombo,6.924429,79.90725,4,6,1126,27.728571428571428,10.178571428571429,84.32142857142857
2019,Western,Gampaha,7.0650263,79.96622,19,6,890,27.535714285714285,10.22857142857143,85.75
2019,Western,Kalutara,6.572935,80.02519,5,6,749,27.6125,9.717857142857142,83.89285714285714
2019,Central,Kandy,7.275923,80.62659,499,6,289,25.1875,2.232142857142857,77.96428571428571
2019,Central,Matale,7.4868193,80.52632,362,6,54,27.249999999999993,3.625,82.78571428571429
2019,Central,Nuwara Eliya,6.9947276,80.73418,1865,6,22,16.355357142857144,4.775,92.32142857142857
2019,Southern,Galle,6.0808434,80.23373,8,6,1155,27.332142857142863,10.285714285714281,83.60714285714286
2019,Southern,Hambantota,5.940246,80.55,6,6,124,27.755357142857143,7.264285714285714,83.5
2019,Southern,Matara,6.1511426,81.127815,8,6,291,28.964285714285715,2.0142857142857147,76.28571428571429
2019,Northern,Jaffna,9.66608,80.034874,8,6,59,29.998214285714283,0.375,78.07142857142857
2019,Northern,Kilinochchi,9.384886,80.38228,19,6,9,31.232142857142854,0.16071428571428575,67.14285714285714
2019,Northern,Mannar,8.963093,79.96543,5,6,3,30.108928571428574,0.3142857142857142,74.85714285714286
2019,Northern,Vavuniya,8.752197,80.53448,104,6,11,30.632142857142853,0.4357142857142856,68.42857142857143
2019,Northern,Mulativu,9.244288,80.789246,5,6,1,31.73392857142857,0.34642857142857136,64.42857142857143
2019,Eastern,Batticaloa,7.6977153,81.65106,10,6,74,31.12142857142857,1.3392857142857142,68.14285714285714
2019,Eastern,Ampara,7.275923,81.693474,38,6,72,31.714285714285715,1.892857142857143,62.892857142857146
2019,Eastern,Trincomalee,8.611599,81.170395,8,6,97,31.455357142857146,0.5464285714285714,63.857142857142854
2019,North Western,Kurunegala,7.4868193,80.37352,129,6,134,26.749999999999993,3.625,82.75
2019,North Western,Puttalam,8.04921,79.84615,4,6,92,28.612499999999997,3.010714285714286,80.60714285714286
2019,North central,Anuradhapura,8.330404,80.42882,95,6,62,29.769642857142856,0.575,73.35714285714286
2019,North central,Polonnaruwa,7.908612,81.01536,56,6,40,31.532142857142855,0.4035714285714286,61.82142857142857
2019,Uva,Badulla,6.9947276,81.03797,676,6,88,25.214285714285715,2.025,67.85714285714286
2019,Uva,Moneragala,6.8541303,81.35636,152,6,59,30.342857142857135,1.55,65.17857142857143
2019,Sabaragamuwa,Ratnapura,6.7135324,80.38688,73,6,347,27.07678571428572,13.160714285714286,88.75
2019,Sabaragamuwa,Kegalle,7.275923,80.32176,172,6,171,26.908928571428568,7.34642857142857,84.78571428571429
2020,Western,Colombo,6.924429,79.90725,4,6,294,27.514285714285716,8.910714285714286,85.28571428571429
2020,Western,Gampaha,7.0650263,79.96622,19,6,188,27.391071428571422,9.478571428571428,86.17857142857143
2020,Western,Kalutara,6.572935,80.02519,5,6,250,27.360714285714288,8.292857142857143,84.57142857142857
2020,Central,Kandy,7.275923,80.62659,499,6,449,24.237499999999997,2.139285714285714,79.96428571428571
2020,Central,Matale,7.4868193,80.52632,362,6,25,26.90714285714286,4.814285714285714,83.42857142857143
2020,Central,Nuwara Eliya,6.9947276,80.73418,1865,6,11,15.832142857142856,3.725,90.0
2020,Southern,Galle,6.0808434,80.23373,8,6,149,27.21071428571429,7.44642857142857,84.35714285714286
2020,Southern,Hambantota,5.940246,80.55,6,6,15,27.564285714285717,3.3749999999999996,84.60714285714286
2020,Southern,Matara,6.1511426,81.127815,8,6,27,29.43928571428571,0.8142857142857144,73.14285714285714
2020,Northern,Jaffna,9.66608,80.034874,8,6,58,29.700000000000003,1.307142857142857,77.75
2020,Northern,Kilinochchi,9.384886,80.38228,19,6,11,30.40535714285714,0.9821428571428571,69.17857142857143
2020,Northern,Mannar,8.963093,79.96543,5,6,3,29.885714285714293,1.2964285714285715,74.64285714285714
2020,Northern,Vavuniya,8.752197,80.53448,104,6,4,29.68035714285714,1.967857142857143,73.14285714285714
2020,Northern,Mulativu,9.244288,80.789246,5,6,2,30.84107142857143,1.2035714285714287,68.10714285714286
2020,Eastern,Batticaloa,7.6977153,81.65106,10,6,69,30.448214285714286,2.057142857142857,70.82142857142857
2020,Eastern,Ampara,7.275923,81.693474,38,6,27,30.43571428571429,2.1821428571428574,70.92857142857143
2020,Eastern,Trincomalee,8.611599,81.170395,8,6,13,30.442857142857143,1.767857142857143,68.35714285714286
2020,North Western,Kurunegala,7.4868193,80.37352,129,6,62,26.40714285714286,4.814285714285714,83.35714285714286
2020,North Western,Puttalam,8.04921,79.84615,4,6,21,28.22142857142857,4.171428571428571,82.75
2020,North central,Anuradhapura,8.330404,80.42882,95,6,26,28.70714285714286,3.1357142857142857,78.60714285714286
2020,North central,Polonnaruwa,7.908612,81.01536,56,6,20,30.85535714285714,0.9035714285714286,63.82142857142857
2020,Uva,Badulla,6.9947276,81.03797,676,6,30,24.128571428571426,2.0071428571428576,72.03571428571429
2020,Uva,Moneragala,6.8541303,81.35636,152,6,0,29.558928571428574,1.3499999999999999,66.53571428571429
2020,Sabaragamuwa,Ratnapura,6.7135324,80.38688,73,6,398,26.98214285714286,11.675,87.21428571428571
2020,Sabaragamuwa,Kegalle,7.275923,80.32176,172,6,100,26.767857142857146,7.45357142857143,84.07142857142857
2021,Western,Colombo,6.924429,79.90725,4,6,1235,26.982142857142854,8.639285714285718,85.03571428571429
2021,Western,Gampaha,7.0650263,79.96622,19,6,491,26.758928571428577,8.614285714285712,86.64285714285714
2021,Western,Kalutara,6.572935,80.02519,5,6,192,26.98571428571428,8.278571428571428,84.17857142857143
2021,Central,Kandy,7.275923,80.62659,499,6,110,23.205357142857146,4.135714285714285,85.10714285714286
2021,Central,Matale,7.4868193,80.52632,362,6,22,26.075000000000003,5.364285714285714,86.25
2021,Central,Nuwara Eliya,6.9947276,80.73418,1865,6,6,15.482142857142856,7.6571428571428575,92.32142857142857
2021,Southern,Galle,6.0808434,80.23373,8,6,100,26.801785714285714,7.985714285714287,83.78571428571429
2021,Southern,Hambantota,5.940246,80.55,6,6,68,27.20714285714286,5.057142857142856,84.21428571428571
2021,Southern,Matara,6.1511426,81.127815,8,6,158,29.073214285714293,0.9857142857142859,72.32142857142857
2021,Northern,Jaffna,9.66608,80.034874,8,6,3,29.06964285714286,2.6071428571428568,79.07142857142857
2021,Northern,Kilinochchi,9.384886,80.38228,19,6,0,29.819642857142856,1.0714285714285714,71.32142857142857
2021,Northern,Mannar,8.963093,79.96543,5,6,1,29.25892857142857,1.2714285714285716,75.75
2021,Northern,Vavuniya,8.752197,80.53448,104,6,1,29.11428571428572,2.210714285714286,73.67857142857143
2021,Northern,Mulativu,9.244288,80.789246,5,6,0,30.153571428571425,1.7678571428571428,70.39285714285714
2021,Eastern,Batticaloa,7.6977153,81.65106,10,6,48,30.037499999999998,3.528571428571429,70.03571428571429
2021,Eastern,Ampara,7.275923,81.693474,38,6,33,29.644642857142856,2.0250000000000004,71.64285714285714
2021,Eastern,Trincomalee,8.611599,81.170395,8,6,12,29.980357142857144,2.2857142857142856,68.64285714285714
2021,North Western,Kurunegala,7.4868193,80.37352,129,6,179,25.575,5.364285714285714,86.21428571428571
2021,North Western,Puttalam,8.04921,79.84615,4,6,34,27.70357142857143,3.532142857142858,83.25
2021,North central,Anuradhapura,8.330404,80.42882,95,6,78,28.14821428571429,2.107142857142857,79.53571428571429
2021,North central,Polonnaruwa,7.908612,81.01536,56,6,12,29.79821428571428,0.6571428571428571,67.39285714285714
2021,Uva,Badulla,6.9947276,81.03797,676,6,67,22.62857142857143,5.760714285714286,77.35714285714286
2021,Uva,Moneragala,6.8541303,81.35636,152,6,24,28.623214285714287,1.557142857142857,69.17857142857143
2021,Sabaragamuwa,Ratnapura,6.7135324,80.38688,73,6,65,26.416071428571424,12.467857142857143,88.39285714285714
2021,Sabaragamuwa,Kegalle,7.275923,80.32176,172,6,58,26.04642857142857,8.046428571428569,86.42857142857143
2019,Western,Colombo,6.924429,79.90725,4,7,1857,27.321428571428573,6.05,83.5
2019,Western,Gampaha,7.0650263,79.96622,19,7,1760,27.17678571428572,6.217857142857143,84.53571428571429
2019,Western,Kalutara,6.572935,80.02519,5,7,1136,27.166071428571435,6.464285714285713,83.75
2019,Central,Kandy,7.275923,80.62659,499,7,515,24.558928571428574,2.2107142857142854,77.14285714285714
2019,Central,Matale,7.4868193,80.52632,362,7,60,26.958928571428572,3.842857142857143,80.57142857142857
2019,Central,Nuwara Eliya,6.9947276,80.73418,1865,7,33,15.621428571428574,5.517857142857143,89.89285714285714
2019,Southern,Galle,6.0808434,80.23373,8,7,1055,26.916071428571428,7.592857142857142,84.25
2019,Southern,Hambantota,5.940246,80.55,6,7,272,27.4,3.967857142857142,83.85714285714286
2019,Southern,Matara,6.1511426,81.127815,8,7,583,28.708928571428565,1.4642857142857142,75.39285714285714
2019,Northern,Jaffna,9.66608,80.034874,8,7,90,29.18392857142857,1.2071428571428573,78.57142857142857
2019,Northern,Kilinochchi,9.384886,80.38228,19,7,11,30.471428571428568,0.48571428571428565,67.28571428571429
2019,Northern,Mannar,8.963093,79.96543,5,7,1,29.46071428571429,0.45714285714285713,74.67857142857143
2019,Northern,Vavuniya,8.752197,80.53448,104,7,17,30.10714285714286,0.7107142857142856,68.42857142857143
2019,Northern,Mulativu,9.244288,80.789246,5,7,10,30.882142857142856,0.7357142857142858,66.39285714285714
2019,Eastern,Batticaloa,7.6977153,81.65106,10,7,84,30.444642857142856,1.1678571428571427,68.28571428571429
2019,Eastern,Ampara,7.275923,81.693474,38,7,55,31.458928571428576,1.5357142857142858,62.035714285714285
2019,Eastern,Trincomalee,8.611599,81.170395,8,7,105,30.694642857142853,1.332142857142857,65.5
2019,North Western,Kurunegala,7.4868193,80.37352,129,7,259,26.458928571428572,3.842857142857143,80.5
2019,North Western,Puttalam,8.04921,79.84615,4,7,137,28.332142857142863,1.6821428571428572,79.17857142857143
2019,North central,Anuradhapura,8.330404,80.42882,95,7,78,29.6625,1.0678571428571433,72.03571428571429
2019,North central,Polonnaruwa,7.908612,81.01536,56,7,49,31.15714285714286,0.42142857142857143,60.357142857142854
2019,Uva,Badulla,6.9947276,81.03797,676,7,113,24.748214285714283,1.3571428571428574,66.0
2019,Uva,Moneragala,6.8541303,81.35636,152,7,48,29.901785714285708,0.4571428571428572,64.53571428571429
2019,Sabaragamuwa,Ratnapura,6.7135324,80.38688,73,7,354,26.66964285714286,10.553571428571427,87.14285714285714
2019,Sabaragamuwa,Kegalle,7.275923,80.32176,172,7,215,26.691071428571426,6.439285714285712,82.75
2020,Western,Colombo,6.924429,79.90725,4,7,324,26.92857142857143,7.796428571428572,86.60714285714286
2020,Western,Gampaha,7.0650263,79.96622,19,7,175,26.808928571428574,8.089285714285714,87.42857142857143
2020,Western,Kalutara,6.572935,80.02519,5,7,177,26.864285714285714,8.14285714285714,85.92857142857143
2020,Central,Kandy,7.275923,80.62659,499,7,595,24.249999999999996,3.839285714285714,78.57142857142857
2020,Central,Matale,7.4868193,80.52632,362,7,36,26.45535714285714,3.8964285714285727,83.17857142857143
2020,Central,Nuwara Eliya,6.9947276,80.73418,1865,7,14,15.583928571428572,6.014285714285715,91.57142857142857
2020,Southern,Galle,6.0808434,80.23373,8,7,101,26.61785714285714,9.410714285714286,85.5
2020,Southern,Hambantota,5.940246,80.55,6,7,24,26.966071428571425,7.6000000000000005,85.89285714285714
2020,Southern,Matara,6.1511426,81.127815,8,7,39,28.453571428571422,3.1464285714285714,76.57142857142857
2020,Northern,Jaffna,9.66608,80.034874,8,7,51,28.725,1.775,80.46428571428571
2020,Northern,Kilinochchi,9.384886,80.38228,19,7,6,29.621428571428574,2.164285714285715,71.71428571428571
2020,Northern,Mannar,8.963093,79.96543,5,7,8,29.15714285714286,0.9535714285714288,76.0
2020,Northern,Vavuniya,8.752197,80.53448,104,7,7,28.978571428571435,3.857142857142857,76.03571428571429
2020,Northern,Mulativu,9.244288,80.789246,5,7,2,29.723214285714285,2.832142857142857,73.64285714285714
2020,Eastern,Batticaloa,7.6977153,81.65106,10,7,78,29.439285714285717,2.778571428571428,75.82142857142857
2020,Eastern,Ampara,7.275923,81.693474,38,7,17,29.621428571428567,2.521428571428572,72.57142857142857
2020,Eastern,Trincomalee,8.611599,81.170395,8,7,17,29.650000000000002,2.2892857142857137,72.25
2020,North Western,Kurunegala,7.4868193,80.37352,129,7,57,25.95535714285714,3.8964285714285727,83.17857142857143
2020,North Western,Puttalam,8.04921,79.84615,4,7,24,27.849999999999998,2.392857142857143,83.35714285714286
2020,North central,Anuradhapura,8.330404,80.42882,95,7,19,28.573214285714286,3.957142857142858,78.35714285714286
2020,North central,Polonnaruwa,7.908612,81.01536,56,7,10,29.86785714285714,3.1178571428571424,68.21428571428571
2020,Uva,Badulla,6.9947276,81.03797,676,7,23,23.510714285714286,5.139285714285713,76.82142857142857
2020,Uva,Moneragala,6.8541303,81.35636,152,7,0,28.40535714285714,3.4357142857142846,72.39285714285714
2020,Sabaragamuwa,Ratnapura,6.7135324,80.38688,73,7,381,26.55,12.003571428571425,87.53571428571429
2020,Sabaragamuwa,Kegalle,7.275923,80.32176,172,7,102,26.32678571428572,6.246428571428571,84.0
2021,Western,Colombo,6.924429,79.90725,4,7,1286,26.924999999999997,9.696428571428571,85.42857142857143
2021,Western,Gampaha,7.0650263,79.96622,19,7,642,26.857142857142858,9.589285714285717,86.07142857142857
2021,Western,Kalutara,6.572935,80.02519,5,7,304,26.862499999999997,9.814285714285713,84.57142857142857
2021,Central,Kandy,7.275923,80.62659,499,7,159,23.466071428571425,4.171428571428571,84.89285714285714
2021,Central,Matale,7.4868193,80.52632,362,7,51,26.20535714285715,5.975000000000001,85.5
2021,Central,Nuwara Eliya,6.9947276,80.73418,1865,7,5,15.492857142857144,10.985714285714291,94.32142857142857
2021,Southern,Galle,6.0808434,80.23373,8,7,56,26.558928571428574,12.517857142857142,85.10714285714286
2021,Southern,Hambantota,5.940246,80.55,6,7,51,26.894642857142856,6.457142857142856,85.5
2021,Southern,Matara,6.1511426,81.127815,8,7,103,28.705357142857146,1.4750000000000003,74.71428571428571
2021,Northern,Jaffna,9.66608,80.034874,8,7,3,28.767857142857146,1.9857142857142855,79.42857142857143
2021,Northern,Kilinochchi,9.384886,80.38228,19,7,1,29.84642857142857,0.5392857142857144,69.53571428571429
2021,Northern,Mannar,8.963093,79.96543,5,7,1,29.258928571428573,0.532142857142857,75.10714285714286
2021,Northern,Vavuniya,8.752197,80.53448,104,7,4,29.194642857142853,2.3214285714285716,73.71428571428571
2021,Northern,Mulativu,9.244288,80.789246,5,7,0,30.087500000000006,1.5535714285714288,70.25
2021,Eastern,Batticaloa,7.6977153,81.65106,10,7,21,30.076785714285716,2.932142857142857,68.85714285714286
2021,Eastern,Ampara,7.275923,81.693474,38,7,12,30.142857142857146,3.146428571428572,68.25
2021,Eastern,Trincomalee,8.611599,81.170395,8,7,2,29.73214285714285,2.667857142857143,69.75
2021,North Western,Kurunegala,7.4868193,80.37352,129,7,222,25.70535714285715,5.975000000000001,85.42857142857143
2021,North Western,Puttalam,8.04921,79.84615,4,7,41,27.53928571428571,2.632142857142857,83.53571428571429
2021,North central,Anuradhapura,8.330404,80.42882,95,7,46,28.583928571428565,2.0107142857142852,77.35714285714286
2021,North central,Polonnaruwa,7.908612,81.01536,56,7,21,30.2125,1.5250000000000004,65.64285714285714
